workerid,proliferate.condition,response,sentence,slide_number_in_experiment,strangeSentence,tgrep_id,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error,Sentence,HaveNeedTo,Finite,ModalPresent,QuestionType,EmbeddedSQ,DegreeQ,SubjectAuxInv,WhAll,WhAdvP,MatrixNegPresent,EmbeddedNegPresent,SbarNomPresent,QuantifiedSubject,QuantifiedPredicate,Wh,MatrixSubject,MatrixNegation,InvertedAuxVerb,MatrixPredAux,MatrixPredVerb,MatrixPredOther,MatrixPredParticle,MatrixPred2,Modal,EmbeddedSubject,EmbeddedNegation,Verb1,Verb2,Verb3,DeterminerSubject,DeterminerNonSubject,FullWhPhrase,JustMatrixClause,DeterminerSubjPresent,DeterminerNonSubjPresent,WhNode,WhParse,Question,SentenceParse,WhPhaseType,IdentityQ
5,experiment_06,7,NA,12,0,9927:18:00,[],27,Yes,NA,3,1,1,Female,British,Chrome,Linux,740,360,4.914316667,NA,but they don't know how * to act yet *t*-1.,NA,no,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,how,NA,n't,NA,NA,know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,experiment_06,1,NA,13,0,90180:32,[],27,Yes,NA,3,1,1,Female,British,Chrome,Linux,740,360,4.914316667,NA,"so you worked, you learned how * to solve your problems on your own *t*-1.",no,no,no,embedded,,no,,,yes,,,,,,how,you,,,,learned,,,,,*,,solve,own,,,,,"so you worked, you learned how * to solve your problems on your own *t*-1.",no,no,NA,(WRB how),how * to solve your problems on your own *t*-1,"(TOP (S (RB so) (EDITED (RM (-DFL- \[)) (S (NP-SBJ (PRP you)) (VP-UNF (VBD worked))) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP you)) (VP (VBD learned) (RS (-DFL- \])) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB solve) (NP (PRP$ your) (NNS problems)) (PP (IN on) (NP (PRP$ your) (JJ own))) (ADVP-MNR (-NONE- *T*-1))))))) (. .) (-DFL- E_S)))",monomorphemic,no
5,experiment_06,4,NA,14,0,115127:13,[],27,Yes,NA,3,1,1,Female,British,Chrome,Linux,740,360,4.914316667,NA,"i read, how * to get the job that you wanted *t*-1 *t*-2",no,no,no,embedded,,no,,,yes,,,,,,how,i,,,,read,,,,,*,,get,wanted,,,the job that you wanted *t*-1,,"i read, how * to get the job that you wanted *t*-1 *t*-2",no,no,NA,(WRB HOW),how * to get the job that you wanted *t*-1 *t*-2,"(TOP (S (NP-SBJ (PRP I)) (VP (VBD read) (, ,) (SBAR-TTL (WHADVP-2 (WRB HOW)) (S (NP-SBJ (-NONE- *)) (VP (TO TO) (VP (VB GET) (NP (NP (DT THE) (NN JOB)) (SBAR (WHNP-1 (WDT THAT)) (S (NP-SBJ (PRP YOU)) (VP (VBD WANTED) (NP (-NONE- *T*-1)))))) (ADVP-MNR (-NONE- *T*-2))))))) (-DFL- E_S)))",monomorphemic,no
5,experiment_06,7,NA,15,0,39551:19,[],27,Yes,NA,3,1,1,Female,British,Chrome,Linux,740,360,4.914316667,NA,and i have been debating what *-2 to cook *t*-1 because one of my guests is a vegetarian.,no,no,no,embedded,,no,,,,,,,,,what,i,,,have,debating,,,,,*-2,,cook,,,,,,and i have been debating what *-2 to cook *t*-1 because one of my guests is a vegetarian.,no,no,NA,(WP what),what *-2 to cook *t*-1,(TOP (S (CC and) (NP-SBJ-2 (PRP I)) (VP (VBP have) (VP (VBN been) (VP (VBG debating) (SBAR (WHNP-1 (WP what)) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB cook) (NP (-NONE- *T*-1)))))) (SBAR-PRP (IN because) (S (NP-SBJ (NP (CD one)) (PP (IN of) (NP (PRP$ my) (NNS guests)))) (VP (VBZ is) (NP-PRD (DT a) (NN vegetarian)))))))) (. .) (-DFL- E_S))),monomorphemic,no
5,experiment_06,4,NA,16,1,74357:139,[],27,Yes,NA,3,1,1,Female,British,Chrome,Linux,740,360,4.914316667,NA,"i think, 0 especially in the younger years you need *-1 to have more of the, the person contact rather than just the fact that your machine being fed *-2 information 0 * to, to learn how * to learn *t*-3 *t*-4.",no,no,no,embedded,,no,,,yes,,,,,,how,*,,,,learn,,,,,*,,learn,,,,,how,"* to, to learn how * to learn *t*-3 *t*-4",no,no,NA,(WRB how),how * to learn *t*-3,"(TOP (S (NP-SBJ (PRP I)) (VP (VBP think) (, ,) (SBAR (-NONE- 0) (S (PP-TMP (ADVP (RB especially)) (IN in) (NP (DT the) (JJR younger) (NNS years))) (NP-SBJ-1 (PRP you)) (VP (VBP need) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB have) (NP (NP (JJR more)) (PP (IN of) (EDITED (RM (-DFL- \[)) (NP-UNF (DT the)) (, ,) (IP (-DFL- \+))) (NP (DT the) (RS (-DFL- \])) (NN person) (NN contact))))))) (PP (IN rather) (IN than) (ADVP (RB just)) (NP (DT the) (NN fact) (SBAR (IN that) (S (NP-SBJ-2 (PRP$ your) (NN machine)) (VP (VBG being) (VP (VBN fed) (NP (-NONE- *-2)) (NP (NP (NN information)) (SBAR (WHADVP-4 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (EDITED (RM (-DFL- \[)) (VP-UNF (TO to)) (, ,) (IP (-DFL- \+))) (VP (TO to) (RS (-DFL- \])) (VP (VB learn) (SBAR (WHADVP-3 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB learn) (ADVP-MNR (-NONE- *T*-3)))))) (ADVP (-NONE- *T*-4))))))))))))))))) (. .) (-DFL- E_S)))",monomorphemic,no
5,experiment_06,7,NA,17,0,58645:18,[],27,Yes,NA,3,1,1,Female,British,Chrome,Linux,740,360,4.914316667,NA,my dad wouldn't know what * to do *t*-1.,no,no,no,embedded,,no,,,,yes,,,,,what,my dad,n't,,would,know,,,,,*,,do,,,,,,my dad wouldn't know what * to do *t*-1.,no,no,NA,(WP what),what * to do *t*-1,(TOP (S (NP-SBJ (PRP$ My) (NN dad)) (VP (MD would) (RB n't) (VP (VB know) (SBAR (WHNP-1 (WP what)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (-NONE- *T*-1)))))))) (. .) (-DFL- E_S))),monomorphemic,no
5,experiment_06,1,NA,18,0,176749:52,[],27,Yes,NA,3,1,1,Female,British,Chrome,Linux,740,360,4.914316667,NA,"we don't, we, we weren't sure how * to do that *t*-1",no,no,no,embedded,,no,,,yes,yes,,,,,how,we,n't,,,,sure,,,,*,,do,,,,that,how,"we don't, we, we weren't sure how * to do that *t*-1",no,no,NA,(WRB how),how * to do that *t*-1,"(TOP (S (EDITED (RM (-DFL- \[)) (EDITED (RM (-DFL- \[)) (S (NP-SBJ (PRP we)) (VP-UNF (VBP do) (RB n't))) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP we)) (, ,) (RS (-DFL- \])) (IP (-DFL- \+))) (NP-SBJ (PRP we)) (VP (VBD were) (RB n't) (RS (-DFL- \])) (ADJP-PRD (JJ sure) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (DT that)) (ADVP-MNR (-NONE- *T*-1)))))))) (-DFL- E_S)))",monomorphemic,no
5,experiment_06,4,NA,19,0,87727:36,[],27,Yes,NA,3,1,1,Female,British,Chrome,Linux,740,360,4.914316667,NA,"and some, people don't even own a car and know how * to drive a car *t*-1.",no,no,no,embedded,,no,,,yes,yes,,,,,how,"some, people",n't,,do,know,,,,,*,,drive,,,,a car,,"and some, people don't even own a car and know how * to drive a car *t*-1.",no,no,NA,(WRB how),how * to drive a car *t*-1,"(TOP (S (CC and) (NP-SBJ (DT some) (, ,) (NNS people)) (VP (VBP do) (RB n't) (ADVP (RB even)) (VP (VP (VB own) (NP (DT a) (NN car))) (CC and) (VP (VB know) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB drive) (NP (DT a) (NN car)) (ADVP-MNR (-NONE- *T*-1))))))))) (. .) (-DFL- E_S)))",monomorphemic,no
5,experiment_06,4,NA,20,0,112423:40,[],27,Yes,NA,3,1,1,Female,British,Chrome,Linux,740,360,4.914316667,NA,"but i would, i would not really know how * to go about *-1 selecting one nowadays *t*-2,",no,no,no,embedded,,no,,,yes,yes,,,,one,how,i,not,,would,know,,,,,*,,go,selecting,nowadays,,,,"but i would, i would not really know how * to go about *-1 selecting one nowadays *t*-2,",no,no,NA,(WRB how),how * to go about *-1 selecting one nowadays *t*-2,"(TOP (S (CC But) (EDITED (RM (-DFL- \[)) (S (NP-SBJ (PRP I)) (VP-UNF (MD would))) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (VP (MD would) (RS (-DFL- \])) (RB not) (ADVP (RB really)) (VP (VB know) (SBAR (WHADVP-2 (WRB how)) (S (NP-SBJ-1 (-NONE- *)) (VP (TO to) (VP (VB go) (PRT (RP about)) (S (NP-SBJ (-NONE- *-1)) (VP (VBG selecting) (NP (CD one)))) (ADVP-TMP (RB nowadays)) (ADVP-MNR (-NONE- *T*-2)))))))) (, ,) (-DFL- E_S)))",monomorphemic,no
5,experiment_06,5,NA,21,0,30380:92,[],27,Yes,NA,3,1,1,Female,British,Chrome,Linux,740,360,4.914316667,NA,"you know, she always seems *-3 to have better things 0 *-4 to do *t*-1 than *-4 to try *-5 to sit down and figure out how * to use her computer *t*-2 you know.",no,no,no,embedded,,no,,,yes,,,,,,how,*-5,,,,figure,,,,,*,,use,,,,,how,*-4 to try *-5 to sit down and figure out how * to use her computer *t*-2,no,no,NA,(WRB how),how * to use her computer *t*-2,"(TOP (S (PRN (S (NP-SBJ (PRP You)) (VP (VBP know))) (, ,)) (NP-SBJ-3 (PRP she)) (ADVP-TMP (RB always)) (VP (VBZ seems) (S (NP-SBJ-4 (-NONE- *-3)) (VP (TO to) (VP (VB have) (NP (NP (JJR better) (NNS things)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *-4)) (VP (TO to) (VP (VB do) (NP (-NONE- *T*-1)))))) (SBAR (IN than) (S (NP-SBJ-5 (-NONE- *-4)) (VP (TO to) (VP (VB try) (S (NP-SBJ (-NONE- *-5)) (VP (TO to) (VP (VP (VB sit) (PRT (RB down))) (CC and) (VP (VB figure) (PRT (RP out)) (SBAR (WHADVP-2 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB use) (NP (PRP$ her) (NN computer)) (ADVP-MNR (-NONE- *T*-2)))))))))))))))))) (PRN (S (NP-SBJ (PRP you)) (VP (VBP know))))) (. .) (-DFL- E_S)))",monomorphemic,no
5,experiment_06,4,NA,22,0,163673:26,[],27,Yes,NA,3,1,1,Female,British,Chrome,Linux,740,360,4.914316667,NA,i'm not sure if we know what * to do *t*-2 in terms of * curing some who *t*-1 has already gotten polio.,no,no,no,embedded,,no,,,,yes,,,,,what,we,not,,'m,know,,,,,*,,do,,,,,what,we know what * to do *t*-2 in terms of * curing some who *t*-1 has already gotten polio,no,no,NA,(WP what),what * to do *t*-2,(TOP (S (NP-SBJ (PRP I)) (VP (VBP 'm) (RB not) (ADJP-PRD (JJ sure) (SBAR (IN if) (S (NP-SBJ (PRP we)) (VP (VBP know) (SBAR (WHNP-2 (WP what)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (-NONE- *T*-2)))))) (PP (IN in) (NP (NP (NNS terms)) (PP (IN of) (S-NOM (NP-SBJ (-NONE- *)) (VP (VBG curing) (NP (NP (DT some)) (SBAR (WHNP-1 (WP who)) (S (NP-SBJ (-NONE- *T*-1)) (VP (VBZ has) (ADVP-TMP (RB already)) (VP (VBN gotten) (NP (NN polio))))))))))))))))) (. .) (-DFL- E_S))),monomorphemic,no
5,experiment_06,4,NA,23,0,4531:36:00,[],27,Yes,NA,3,1,1,Female,British,Chrome,Linux,740,360,4.914316667,NA,and more and more people start *-2 believing them or wondering how * to combine them with other things *t*-1.,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,how,NA,NA,NA,NA,wonder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,experiment_06,7,NA,24,0,172447:43,[],27,Yes,NA,3,1,1,Female,British,Chrome,Linux,740,360,4.914316667,NA,"the old-timers, even the people who *t*-1 are technologists don't know how *-2 to operate these electronic things like v c r --s and whatnot *t*-3",no,no,no,embedded,,no,,,yes,yes,,,,,how,"the old-timers, even the people who *t*-1 are technologists",whatnot,,do,know,,,,,*-2,,operate,electronic,,,these electronic things like v c r --s and whatnot,,"the old-timers, even the people who *t*-1 are technologists don't know how *-2 to operate these electronic things like v c r --s and whatnot *t*-3",no,no,NA,(WRB how),how *-2 to operate these electronic things like v c r --s and whatnot *t*-3,"(TOP (S (NP-SBJ-2 (NP (DT the) (NNS old-timers)) (, ,) (NP (NP (RB even) (DT the) (NNS people)) (SBAR (WHNP-1 (WP who)) (S (NP-SBJ (-NONE- *T*-1)) (VP (VBP are) (NP-PRD (NNS technologists))))))) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHADVP-3 (WRB how)) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB operate) (NP (NP (DT these) (JJ electronic) (NNS things)) (PP (IN like) (NP (NP (NN V) (NN C) (NN R) (NNS -s)) (CC and) (NP (WP whatnot))))) (ADVP-MNR (-NONE- *T*-3)))))))) (-DFL- E_S)))",monomorphemic,no
5,experiment_06,5,NA,25,0,61475:34,[],27,Yes,NA,3,1,1,Female,British,Chrome,Linux,740,360,4.914316667,NA,"i mean, you know, they know exactly how * to get that attention *t*-1, you know,",no,no,no,embedded,,no,,,yes,,,,,,how,they,,,,know,,,,,*,,get,,,,that attention,,"i mean, you know, they know exactly how * to get that attention *t*-1, you know,",no,no,NA,(WRB how),how * to get that attention *t*-1,"(TOP (S (PRN (S (NP-SBJ (PRP I)) (VP (VBP mean))) (, ,)) (PRN (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (NP-SBJ (PRP they)) (VP (VBP know) (ADVP (RB exactly)) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB get) (NP (DT that) (NN attention)) (ADVP-MNR (-NONE- *T*-1)))))) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))))) (, ,) (-DFL- E_S)))",monomorphemic,no
2,experiment_07,4,NA,7,1,26848:18,[],22,Confused,NA,3,1,1,Female,English,Chrome,Mac,900,1440,18.57425,NA,"but they don't know where * to go *t*-1 *-2 to, to, to do anything.",no,no,no,embedded,,no,,,yes,yes,,,,anything,where,they,n't,,do,know,,,,,*,,go,do,,,,,"but they don't know where * to go *t*-1 *-2 to, to, to do anything.",no,no,NA,(WRB where),"where * to go *t*-1 *-2 to, to, to do anything","(TOP (S (CC but) (NP-SBJ (PRP they)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHADVP-1 (WRB where)) (S (NP-SBJ-2 (-NONE- *)) (VP (TO to) (VP (VB go) (ADVP-DIR (-NONE- *T*-1)) (S-PRP (NP-SBJ (-NONE- *-2)) (EDITED (RM (-DFL- \[)) (EDITED (RM (-DFL- \[)) (VP-UNF (IN to)) (, ,) (IP (-DFL- \+))) (VP-UNF (IN to)) (, ,) (RS (-DFL- \])) (IP (-DFL- \+))) (VP (TO to) (RS (-DFL- \])) (VP (VB do) (NP (NN anything))))))))))) (. .) (-DFL- E_S)))",monomorphemic,no
2,experiment_07,6,NA,8,0,25772:55,[],22,Confused,NA,3,1,1,Female,English,Chrome,Mac,900,1440,18.57425,NA,any novice can pick up a club and learn how * to hold one *t*-1 and learn how * to do it *t*-2 and do it right.,no,no,no,embedded,,no,,,yes,,,,,,how,any novice,,,can,learn,,,,,*,,do,,,,,,,no,no,NA,(WRB how),how * to do it *t*-2,(TOP (S (NP-SBJ (DT Any) (NN novice)) (VP (MD can) (VP (VP (VB pick) (PRT (RB up)) (NP (DT a) (NN club))) (CC and) (VP (VB learn) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB hold) (NP (CD one)) (ADVP-MNR (-NONE- *T*-1))))))) (CC and) (VP (VB learn) (SBAR (WHADVP-2 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (PRP it)) (ADVP-MNR (-NONE- *T*-2))))))) (CC and) (VP (VB do) (NP (PRP it)) (ADVP-MNR (RB right))))) (. .) (-DFL- E_S))),monomorphemic,no
2,experiment_07,6,NA,9,0,45170:26,[],22,Confused,NA,3,1,1,Female,English,Chrome,Mac,900,1440,18.57425,NA,but i want *-1 to show him how * to use it *t*-3 so that he'll be able *-2 to vote.,no,no,no,embedded,,no,,,yes,,,,,,how,*-1,,,,show,,,,,*,,use,,,,,,*-1 to show him how * to use it *t*-3 so that he'll be able *-2 to vote,no,no,NA,(WRB how),how * to use it *t*-3,(TOP (S (CC but) (NP-SBJ-1 (PRP I)) (VP (VBP want) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB show) (NP (PRP him)) (SBAR (WHADVP-3 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB use) (NP (PRP it)) (ADVP-MNR (-NONE- *T*-3)))))) (SBAR-PRP (IN so) (IN that) (S (NP-SBJ-2 (PRP he)) (VP (MD 'll) (VP (VB be) (ADJP-PRD (JJ able) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB vote))))))))))))) (. .) (-DFL- E_S))),monomorphemic,no
2,experiment_07,2,NA,10,0,62250:48,[],22,Confused,NA,3,1,1,Female,English,Chrome,Mac,900,1440,18.57425,NA,"or, you know, * to find a job where they can learn how * to support themselves *t*-1 *t*-2,",no,no,no,embedded,,no,,,yes,,,,,,how,they,,,can,learn,,,,,*,,support,,,,,how,they can learn how * to support themselves *t*-1 *t*-2,no,no,NA,(WRB how),how * to support themselves *t*-1,"(TOP (S (CC Or) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB find) (NP (NP (DT a) (NN job)) (SBAR (WHADVP-2 (WRB where)) (S (NP-SBJ (PRP they)) (VP (MD can) (VP (VB learn) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB support) (NP (PRP themselves)) (ADVP-MNR (-NONE- *T*-1)))))) (ADVP (-NONE- *T*-2))))))))) (, ,) (-DFL- E_S)))",monomorphemic,no
2,experiment_07,6,NA,11,0,19512:11,[],22,Confused,NA,3,1,1,Female,English,Chrome,Mac,900,1440,18.57425,NA,nobody knows what * to do *t*-1.,no,no,no,embedded,,no,,,,,,,,,what,nobody,,,,knows,,,,,*,,do,,,,,,nobody knows what * to do *t*-1.,no,no,NA,(WP what),what * to do *t*-1,(TOP (S (NP-SBJ (NN Nobody)) (VP (VBZ knows) (SBAR (WHNP-1 (WP what)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (-NONE- *T*-1))))))) (. .) (-DFL- E_S))),monomorphemic,no
2,experiment_07,2,NA,12,0,109227:56,[],22,Confused,NA,3,1,1,Female,English,Chrome,Mac,900,1440,18.57425,NA,you need *-1 to get into the the system a little more and know where * to take things *t*-2.,no,no,no,embedded,,no,,,yes,,,,,,where,*-1,,,,know,,,,,*,,take,,,,,,you need *-1 to get into the the system a little more and know where * to take things *t*-2.,no,no,NA,(WRB where),where * to take things *t*-2,(TOP (S (NP-SBJ-1 (PRP You)) (VP (VBP need) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VP (VB get) (PP (IN into) (EDITED (RM (-DFL- \[)) (NP-UNF (DT the)) (IP (-DFL- \+))) (NP (DT the) (RS (-DFL- \])) (NN system))) (ADVP (NP (DT a) (RB little)) (JJR more))) (CC and) (VP (VB know) (SBAR (WHADVP-2 (WRB where)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB take) (NP (NNS things)) (ADVP-LOC (-NONE- *T*-2))))))))))) (. .) (-DFL- E_S))),monomorphemic,no
2,experiment_07,5,NA,13,0,122899:21,[],22,Confused,NA,3,1,1,Female,English,Chrome,Mac,900,1440,18.57425,NA,"well, i don't know what * to do *t*-1 about the federal budget.",no,no,no,embedded,,no,,,,yes,,,,,what,i,n't,,do,know,,,,,*,,do,federal,,,the federal budget,,"well, i don't know what * to do *t*-1 about the federal budget.",no,no,NA,(WP what),what * to do *t*-1 about the federal budget,"(TOP (S (INTJ (UH Well)) (, ,) (NP-SBJ (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHNP-1 (WP what)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (-NONE- *T*-1)) (PP (IN about) (NP (DT the) (JJ federal) (NN budget))))))))) (. .) (-DFL- E_S)))",monomorphemic,no
2,experiment_07,4,NA,14,0,46764:31,[],22,Confused,NA,3,1,1,Female,English,Chrome,Mac,900,1440,18.57425,NA,"i, i'm not sure how *-1 to explain it *t*-2,",no,no,no,embedded,,no,,,yes,yes,,,,,how,i,not,,,,sure,,,,*-1,,explain,,,,,how,"i, i'm not sure how *-1 to explain it *t*-2,",no,no,NA,(WRB how),how *-1 to explain it *t*-2,"(TOP (S (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP I)) (, ,) (IP (-DFL- \+))) (NP-SBJ-1 (PRP I)) (VP (VBP 'm) (RS (-DFL- \])) (RB not) (ADJP-PRD (JJ sure) (SBAR (WHADVP-2 (WRB how)) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB explain) (NP (PRP it)) (ADVP-MNR (-NONE- *T*-2)))))))) (, ,) (-DFL- E_S)))",monomorphemic,no
2,experiment_07,4,NA,15,0,114738:50,[],22,Confused,NA,3,1,1,Female,English,Chrome,Mac,900,1440,18.57425,NA,and i know 0 there's still a hundred things 0 i don't know how *-1 to do *t*-2 on it *t*-3.,no,no,no,embedded,,no,,,yes,yes,,,,,how,i,n't,,do,know,,,,,*-1,,do,,,,,how,i don't know how *-1 to do *t*-2 on it *t*-3,no,no,NA,(WRB how),how *-1 to do *t*-2 on it *t*-3,(TOP (S (CC and) (NP-SBJ (PRP I)) (VP (VBP know) (SBAR (-NONE- 0) (S (NP-SBJ (EX there)) (VP (BES 's) (ADVP-TMP (RB still)) (NP-PRD (NP (DT a) (CD hundred) (NNS things)) (SBAR (WHNP-2 (-NONE- 0)) (S (NP-SBJ-1 (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHADVP-3 (WRB how)) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB do) (NP (-NONE- *T*-2)) (PP (IN on) (NP (PRP it))) (ADVP-MNR (-NONE- *T*-3))))))))))))))) (. .) (-DFL- E_S))),monomorphemic,no
2,experiment_07,2,NA,16,0,87943:11,[],22,Confused,NA,3,1,1,Female,English,Chrome,Mac,900,1440,18.57425,NA,"she knows how * to twist this around *t*-1,",no,no,no,embedded,,no,,,yes,,,,,,how,she,,,,knows,,,,,*,,twist,around,,,this,,"she knows how * to twist this around *t*-1,",no,no,NA,(WRB how),how * to twist this around *t*-1,"(TOP (S (NP-SBJ (PRP She)) (VP (VBZ knows) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB twist) (NP (DT this)) (ADVP (RB around)) (ADVP-MNR (-NONE- *T*-1))))))) (, ,)))",monomorphemic,no
2,experiment_07,6,NA,17,0,112241:25,[],22,Confused,NA,3,1,1,Female,English,Chrome,Mac,900,1440,18.57425,NA,and my kids wanted *-1 to learn how * to play it *t*-2,no,no,no,embedded,,no,,,yes,,,,,,how,*-1,,,,learn,,,,,*,,play,,,,,,*-1 to learn how * to play it *t*-2,no,no,NA,(WRB how),how * to play it *t*-2,(TOP (S (CC and) (NP-SBJ-1 (PRP$ my) (NNS kids)) (VP (VBD wanted) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB learn) (SBAR (WHADVP-2 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB play) (NP (PRP it)) (ADVP-MNR (-NONE- *T*-2)))))))))) (-DFL- E_S))),monomorphemic,no
2,experiment_07,6,NA,18,0,118700:62,[],22,Confused,NA,3,1,1,Female,English,Chrome,Mac,900,1440,18.57425,NA,"we, we don't know, half the time we don't know who *-1 to support *t*-2.",no,no,no,embedded,,no,,,,yes,,,,,who,we,n't,,do,know,,,,,*-1,,support,,,,,,"we, we don't know, half the time we don't know who *-1 to support *t*-2.",no,no,NA,(WP who),who *-1 to support *t*-2,"(TOP (S (EDITED (RM (-DFL- \[)) (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP We)) (, ,) (IP (-DFL- \+))) (S (NP-SBJ (PRP we)) (VP (VBP do) (RB n't) (VP-UNF (VB know)))) (, ,) (RS (-DFL- \])) (IP (-DFL- \+))) (NP-TMP (PDT half) (DT the) (NN time)) (NP-SBJ-1 (PRP we)) (VP (VBP do) (RB n't) (VP (VB know) (RS (-DFL- \])) (SBAR (WHNP-2 (WP who)) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB support) (NP (-NONE- *T*-2)))))))) (. .) (-DFL- E_S)))",monomorphemic,no
2,experiment_07,6,NA,19,0,105042:18,[],22,Confused,NA,3,1,1,Female,English,Chrome,Mac,900,1440,18.57425,NA,"i remember *-1 learning how * to ski *t*-2, oh,",no,no,no,embedded,,no,,,yes,,,,,,how,*-1,,,,learning,,,,,*,,ski,,,,,,*-1 learning how * to ski *t*-2,no,no,NA,(WRB how),how * to ski *t*-2,"(TOP (S (NP-SBJ-1 (PRP I)) (VP (VBP remember) (S (NP-SBJ (-NONE- *-1)) (VP (VBG learning) (SBAR (WHADVP-2 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB ski) (ADVP-MNR (-NONE- *T*-2)))))))) (, ,) (INTJ (UH oh))) (, ,) (-DFL- E_S)))",monomorphemic,no
2,experiment_07,3,NA,20,0,6397:23:00,[],22,Confused,NA,3,1,1,Female,English,Chrome,Mac,900,1440,18.57425,NA,"so, i really don't know how * to compare it to other big companies *t*-1, you know.",NA,no,no,embedded,NA,no,NA,NA,NA,yes,NA,NA,NA,NA,how,NA,n't,NA,NA,know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
